Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.12,10800,0.2250973215476168,0.8899321317125707,0.7453333333333333,0.28925882246212464,0.008255465844144064,0.14462941123106232,0.004127732922072025,0.732,0.32965578111209176,0.03839364518976161,0.16482789055604585,0.019196822594880758,0.732,0.32965578111209176,0.03839364518976161,0.16482789055604585,0.019196822594880758,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :purpose, ""Any[2, 3, 4, 5, 6, 8, 9, 10]""), (3, :purpose, ""Any[4, 6, 9, 10]""), (4, :job, ""Any[]""), (5, :installment, ""Any[1, 2]""), (6, :Housing, ""Any[1, 3]""), (7, :chek_acc, ""Any[3, 4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
