Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.8,10800,0.04970774894494519,0.9010116658043964,0.752,0.24934901679087723,0.00013468618119777398,0.12467450839543859,6.734309059885923e-5,0.664,0.4619963369963369,0.05128205128205132,0.23099816849816845,0.02564102564102566,0.664,0.4619963369963369,0.05128205128205132,0.23099816849816845,0.02564102564102566,"Any[Any[(1, :purpose, ""Any[2, 4, 5, 6, 7, 8]""), (2, :purpose, ""Any[2, 4, 5]""), (3, :chek_acc, ""Any[1, 2]""), (4, :credit_history, ""Any[2, 3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :property, ""Any[1]""), (7, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
