Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.24,10800,0.17314161220042273,0.7220002013287484,0.774074074074074,0.3958333333333333,0.005991285403050134,0.19791666666666669,0.002995642701525053,0.7713831056889007,0.4003642966787216,0.029569816977027708,0.20018214833936082,0.014784908488513826,0.77,0.39460784313725483,0.028186274509803877,0.19730392156862744,0.014093137254901966,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
