Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.08,10800,0.20377952069697616,0.8446032920366138,0.7937037037037037,0.3958333333333333,0.17483660130718956,0.19791666666666669,0.08741830065359477,0.7947221853865535,0.4003642966787216,0.17257263265333964,0.20018214833936082,0.0862863163266698,0.79,0.39460784313725483,0.16503267973856212,0.19730392156862744,0.08251633986928103,"Any[Any[(1, :occupation, ""Any[3, 5, 6, 7, 8, 9, 11, 12, 14]""), (2, :relationship, ""Any[1, 2, 3, 4, 5]""), (3, :marital_status, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
