Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.64,10800,0.09342324567637568,0.8689450146918992,0.7413333333333333,0.3470403086607778,0.00047382136934379093,0.17352015433038892,0.00023691068467190934,0.724,0.1372879451746994,0.08403550162903044,0.06864397258734967,0.0420177508145152,0.724,0.1372879451746994,0.08403550162903044,0.06864397258734967,0.0420177508145152,"Any[Any[(1, :purpose, ""Any[5, 6, 7, 8, 9]""), (2, :present_employmment, ""Any[1, 2, 3]""), (3, :guatan, ""Any[2]""), (4, :chek_acc, ""Any[1]""), (5, :saving_amo, ""Any[4]""), (6, :present_employmment, ""Any[3, 5]""), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
