Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.02,10800,0.18341956708983992,0.9586112501913333,0.8181481481481482,0.37957532861476234,0.26023761375126386,0.1897876643073812,0.13011880687563196,0.8201829996021748,0.4003642966787216,0.2906907755105972,0.20018214833936082,0.14534538775529857,0.8186874304783093,0.38167216144377636,0.2777809466227085,0.19083608072188818,0.1388904733113542,"Any[Any[(1, :education, ""Any[2, 5]""), (2, :relationship, ""Any[2, 3, 4, 5]""), (3, :workclass, ""Any[]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
