Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.28,10800,0.18203999308763547,0.8963357580321127,0.748,0.2749277082061267,0.002142832455847371,0.1374638541030634,0.0010714162279237271,0.684,0.3714495335918666,0.037103029032596185,0.1857247667959333,0.018551514516298107,0.684,0.3714495335918666,0.037103029032596185,0.1857247667959333,0.018551514516298107,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :purpose, ""Any[1, 7, 8, 9]""), (3, :present_employmment, ""Any[1, 3, 4, 5]""), (4, :chek_acc, ""Any[2, 3, 4]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :purpose, ""Any[6, 7]""), (7, :credit_history, ""Any[2, 3, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
