Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.04,10800,0.2014208515897087,1.0,0.7981481481481482,0.37957532861476234,0.19107684529828103,0.1897876643073812,0.09553842264914054,0.7935287097201963,0.4003642966787216,0.22321580887102538,0.20018214833936082,0.11160790443551266,0.8042269187986651,0.38167216144377636,0.20644771215733695,0.19083608072188818,0.10322385607866849,"Any[Any[(1, :capital, 1.9999999999999947), (2, :occupation, ""Any[4, 11]""), (3, :age_group, 1.0000000000000189), (4, :relationship, ""Any[2, 3, 4, 5]""), (5, :capital, 2.0), (6, :capital, 2.000000000000017), (7, :age_group, 1.9999999999999893)], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
