Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.22,10800,0.18263426581282,0.7418245113456334,0.7670370370370371,0.37957532861476234,0.004196157735085845,0.1897876643073812,0.0020980788675429712,0.7749635326879725,0.4003642966787216,0.01769486863253146,0.20018214833936082,0.008847434316265682,0.7697441601779755,0.38167216144377636,0.007506359871775906,0.19083608072188818,0.003753179935887932,"Any[Any[(1, :education, ""Any[1, 5]""), (2, :occupation, ""Any[2, 4, 10, 11]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, -0.0)]]",
