Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.2,10800,0.20057394639233259,0.8643494796388679,0.7493333333333333,0.3470403086607778,0.00020306630114724777,0.17352015433038892,0.00010153315057359613,0.768,0.1372879451746994,0.057296932928884395,0.06864397258734967,0.02864846646444219,0.768,0.1372879451746994,0.057296932928884395,0.06864397258734967,0.02864846646444219,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :purpose, ""Any[1, 6, 8, 9]""), (3, :credit_history, ""Any[1, 2]""), (4, :instalrate, 0.9999999999999947), (5, :credit_history, ""Any[1, 2, 4]""), (6, :purpose, ""Any[2, 4, 5, 6, 7, 9]""), (7, :chek_acc, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
