Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.06,10800,0.40318764299160764,1.0,0.5817671203283646,0.6351325494276616,0.1674789350312223,0.1671280276816609,0.06290163124073156,0.5780946208684381,0.6174482569699942,0.1823350479831481,0.16784591194968557,0.054303683737645936,0.5865197666882696,0.6413296826496888,0.2555033459780592,0.17042349726775963,0.06700556956704495,"Any[Any[(1, :sex, ""Any[2]""), (2, :length_of_stay, 4.000000000000009), (3, :sex, ""Any[]""), (4, :c_charge_degree, ""Any[1]""), (5, :sex, ""Any[1, 2]""), (6, :sex, ""Any[]""), (7, :sex, ""Any[1]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
