Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.24,10800,0.1964830703624718,0.8684489094079623,0.7426666666666667,0.3470403086607778,0.0037905709547500777,0.17352015433038892,0.0018952854773750527,0.74,0.1372879451746994,0.06516121784069201,0.06864397258734967,0.03258060892034598,0.74,0.1372879451746994,0.06516121784069201,0.06864397258734967,0.03258060892034598,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :Housing, ""Any[2]""), (3, :chek_acc, ""Any[1]""), (4, :purpose, ""Any[1, 3]""), (5, :chek_acc, ""Any[4]""), (6, :purpose, ""Any[2, 3, 4, 5, 7, 10]""), (7, :purpose, ""Any[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
