Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.96,10800,0.011572101396678108,0.9094035769285264,0.7173333333333334,0.2749277082061267,0.0002764945104318933,0.1374638541030634,0.00013824725521593972,0.7,0.3714495335918666,0.043391678021171706,0.1857247667959333,0.021695839010585805,0.7,0.3714495335918666,0.043391678021171706,0.1857247667959333,0.021695839010585805,"Any[Any[(1, :guatan, ""Any[2]""), (2, :purpose, ""Any[1, 8, 9, 10]""), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
