Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.7,10800,0.07859051075023815,0.8925270044021378,0.7386666666666667,0.28925882246212464,0.0002721582146421181,0.14462941123106232,0.0001360791073210521,0.724,0.32965578111209176,0.09355692850838482,0.16482789055604585,0.04677846425419241,0.724,0.32965578111209176,0.09355692850838482,0.16482789055604585,0.04677846425419241,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[3, 4, 5]""), (3, :installment, ""Any[1]""), (4, :existing_cards, 0.0), (5, :purpose, ""Any[7, 8, 10]""), (6, :purpose, ""Any[5, 6, 9, 10]""), (7, :chek_acc, ""Any[3, 4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
