Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.28,10800,0.180040729384015,0.8874073752783505,0.7506666666666667,0.28925882246212464,0.0018597478000545176,0.14462941123106232,0.0009298739000273004,0.744,0.32965578111209176,0.09620476610767878,0.16482789055604585,0.048102383053839404,0.744,0.32965578111209176,0.09620476610767878,0.16482789055604585,0.048102383053839404,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :chek_acc, ""Any[3, 4]""), (3, :present_employmment, ""Any[1, 2, 5]""), (4, :saving_amo, ""Any[2, 4]""), (5, :month_duration, 3.000000000000046), (6, :purpose, ""Any[5, 6, 9]""), (7, :installment, ""Any[1, 2]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
