Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,1,0.18,10800,0.24416070882094756,0.0,0.7106666666666667,0.28925882246212464,0.0383743082645378,0.14462941123106232,0.019187154132268902,0.708,0.32965578111209176,0.015887025595763472,0.16482789055604585,0.007943512797881747,0.708,0.32965578111209176,0.015887025595763472,0.16482789055604585,0.007943512797881747,"Any[Any[(1, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, 1.0), (2, -0.0)]]",
