Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.06,10800,0.19714276883470613,1.0,0.7974074074074075,0.3852405648728138,0.1117621966278261,0.19262028243640694,0.055881098313913025,0.7789417849091632,0.4003642966787216,0.12408378181678113,0.20018214833936082,0.06204189090839062,0.8044444444444444,0.3829729911766687,0.14400215531757254,0.19148649558833436,0.07200107765878629,"Any[Any[(1, :capital, 1.0000000000000004), (2, :capital, 2.0000000000000338), (3, :capital, 2.0), (4, :workclass, ""Any[1, 3]""), (5, :workclass, ""Any[]""), (6, :age_group, 0.0), (7, :marital_status, ""Any[2, 5]"")], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
