Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.46,10800,0.12802325581393326,1.0,0.762962962962963,0.37957532861476234,5.055611729014309e-5,0.1897876643073812,2.527805864509236e-5,0.7484418512133669,0.4003642966787216,0.028648643877528995,0.20018214833936082,0.014324321938764456,0.7552836484983315,0.38167216144377636,0.04060050878974207,0.19083608072188818,0.02030025439487103,"Any[Any[(1, :relationship, ""Any[4]""), (2, :education, ""Any[1, 5]""), (3, :workclass, ""Any[1]""), (4, :native_country, ""Any[]""), (5, :marital_status, ""Any[5]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[10, 11]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
