Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.42,10800,0.1550709570957064,0.9084077341363974,0.7333333333333333,0.25508800880088006,0.0009625962596259974,0.12754400440044,0.00048129812981301257,0.704,0.43265132139812446,0.1658141517476555,0.21632566069906223,0.08290707587382773,0.704,0.43265132139812446,0.1658141517476555,0.21632566069906223,0.08290707587382773,"Any[Any[(1, :job, ""Any[2]""), (2, :property, ""Any[1, 2]""), (3, :credit_history, ""Any[1, 2]""), (4, :saving_amo, ""Any[3]""), (5, :chek_acc, ""Any[3, 4]""), (6, :Housing, ""Any[1, 3]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
