Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,2,0.04,10800,0.36536914297163753,1.0,0.6487362281270252,0.6351325494276616,0.7038980493395379,0.1671280276816609,0.19320316361838852,0.6370706416072586,0.6174482569699942,0.6581881083655124,0.16784591194968557,0.17193086713217454,0.6506804925469863,0.6413296826496888,0.634559703175084,0.17042349726775963,0.1717896174863388,"Any[Any[(1, :priors_count, 2.0000000000000018), (2, :length_of_stay, 3.9999999999999982), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
