Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.18,10800,0.22429392629971362,0.9104722611794044,0.7306666666666667,0.25508800880088006,0.01911441144114409,0.12754400440044,0.00955720572057206,0.72,0.43265132139812446,0.027706734867860155,0.21632566069906223,0.013853367433930064,0.72,0.43265132139812446,0.027706734867860155,0.21632566069906223,0.013853367433930064,"Any[Any[(1, :chek_acc, ""Any[3, 4]""), (2, :chek_acc, ""Any[1, 2]""), (3, :month_duration, 3.0)], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
