Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.94,10800,0.016287911414265603,0.8962867933024673,0.7306666666666667,0.28925882246212464,0.00013607910732105905,0.14462941123106232,6.803955366052605e-5,0.716,0.32965578111209176,0.03530450132391881,0.16482789055604585,0.017652250661959412,0.716,0.32965578111209176,0.03530450132391881,0.16482789055604585,0.017652250661959412,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[3, 4]""), (3, :month_duration, 3.0), (4, :purpose, ""Any[]""), (5, :instalrate, 0.0), (6, :purpose, ""Any[1, 2, 3, 4, 8]""), (7, :present_resident, 1.0)], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
