Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.26,10800,0.1649663398692706,1.0,0.7774074074074074,0.3958333333333333,0.0009531590413944108,0.19791666666666669,0.0004765795206971707,0.777350484020687,0.4003642966787216,0.02551890210289054,0.20018214833936082,0.01275945105144527,0.7655555555555555,0.39460784313725483,0.0330882352941176,0.19730392156862744,0.016544117647058834,"Any[Any[(1, :capital, 1.9999999999999982), (2, :occupation, ""Any[1, 4, 5, 11]""), (3, :native_country, ""Any[1]""), (4, :relationship, ""Any[6]""), (5, :fnlwgt, 1.0000000000000244), (6, :hours_per_week, 3.000000000000024), (7, :marital_status, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
