Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,3,0.0,10800,0.32404406999352015,1.0,0.6759559300064809,0.6351325494276616,1.0084017580557425,0.1671280276816609,0.25963914977755814,0.6675307841866494,0.6174482569699942,1.0809679122850933,0.16784591194968557,0.3192610062893082,0.6746597537265068,0.6413296826496888,0.867459152503383,0.17042349726775963,0.2278906274302423,"Any[Any[(1, :length_of_stay, 2.00000000000003), (2, :age_cat, 0.9999999999999947), (3, :age_cat, 1.0000000000000284), (4, :priors_count, 1.0), (5, :priors_count, 3.00000000000003), (6, :priors_count, 2.0000000000000098), (7, :priors_count, 1.9999999999999947)], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
