dataset,split,method,seed,classifier,metric,acc,disp,hyp,time
german_binary,2,correlation_remover,100,MLP,FPR,0.728,0.1156462585034013,0.4444444444444444,
german_binary,2,correlation_remover,100,MLP,FPR,0.728,0.1156462585034013,0.5555555555555556,
german_binary,2,correlation_remover,100,MLP,FPR,0.728,0.1156462585034013,0.6666666666666666,
german_binary,2,correlation_remover,100,MLP,FPR,0.732,0.1156462585034013,0.7777777777777777,
german_binary,2,correlation_remover,100,MLP,FPR,0.732,0.1156462585034013,0.8888888888888888,
german_binary,2,correlation_remover,100,MLP,FPR,0.74,0.1564625850340135,1.0,
german_binary,2,correlation_remover,100,MLP,EO,0.74,0.0219354838709677,0.0,
german_binary,2,correlation_remover,100,MLP,EO,0.732,0.0476190476190476,0.1111111111111111,
german_binary,2,correlation_remover,100,MLP,EO,0.732,0.0680272108843538,0.2222222222222222,
german_binary,2,correlation_remover,100,MLP,EO,0.728,0.0952380952380952,0.3333333333333333,
german_binary,2,correlation_remover,100,MLP,EO,0.728,0.1156462585034013,0.4444444444444444,
german_binary,2,correlation_remover,100,MLP,EO,0.728,0.1156462585034013,0.5555555555555556,
german_binary,2,correlation_remover,100,MLP,EO,0.728,0.1156462585034013,0.6666666666666666,
german_binary,2,correlation_remover,100,MLP,EO,0.732,0.1156462585034013,0.7777777777777777,
german_binary,2,correlation_remover,100,MLP,EO,0.732,0.1156462585034013,0.8888888888888888,
german_binary,2,correlation_remover,100,MLP,EO,0.74,0.1564625850340135,1.0,
german_binary,2,correlation_remover,100,KNN,DP,0.736,0.1040068201193521,0.0,
german_binary,2,correlation_remover,100,KNN,DP,0.724,0.089300937766411,0.1111111111111111,
german_binary,2,correlation_remover,100,KNN,DP,0.732,0.089300937766411,0.2222222222222222,
german_binary,2,correlation_remover,100,KNN,DP,0.72,0.0675618073316283,0.3333333333333333,
german_binary,2,correlation_remover,100,KNN,DP,0.724,0.072463768115942,0.4444444444444444,
german_binary,2,correlation_remover,100,KNN,DP,0.728,0.0507246376811594,0.5555555555555556,
german_binary,2,correlation_remover,100,KNN,DP,0.72,0.0311167945439044,0.6666666666666666,
german_binary,2,correlation_remover,100,KNN,DP,0.72,0.0577578857630007,0.7777777777777777,
german_binary,2,correlation_remover,100,KNN,DP,0.72,0.0577578857630007,0.8888888888888888,
german_binary,2,correlation_remover,100,KNN,DP,0.716,0.0430520034100596,1.0,
german_binary,2,correlation_remover,100,KNN,TPR,0.736,0.0103225806451613,0.0,
german_binary,2,correlation_remover,100,KNN,TPR,0.724,0.0090322580645161,0.1111111111111111,
german_binary,2,correlation_remover,100,KNN,TPR,0.732,0.0025806451612903,0.2222222222222222,
german_binary,2,correlation_remover,100,KNN,TPR,0.72,0.0090322580645161,0.3333333333333333,
german_binary,2,correlation_remover,100,KNN,TPR,0.724,0.0025806451612903,0.4444444444444444,
german_binary,2,correlation_remover,100,KNN,TPR,0.728,0.0425806451612903,0.5555555555555556,
german_binary,2,correlation_remover,100,KNN,TPR,0.72,0.0619354838709678,0.6666666666666666,
german_binary,2,correlation_remover,100,KNN,TPR,0.72,0.0154838709677419,0.7777777777777777,
german_binary,2,correlation_remover,100,KNN,TPR,0.72,0.0154838709677419,0.8888888888888888,
german_binary,2,correlation_remover,100,KNN,TPR,0.716,0.0283870967741936,1.0,
german_binary,2,correlation_remover,100,KNN,FPR,0.736,0.1224489795918367,0.0,
german_binary,2,correlation_remover,100,KNN,FPR,0.724,0.1224489795918367,0.1111111111111111,
german_binary,2,correlation_remover,100,KNN,FPR,0.732,0.1020408163265306,0.2222222222222222,
german_binary,2,correlation_remover,100,KNN,FPR,0.72,0.074829931972789,0.3333333333333333,
german_binary,2,correlation_remover,100,KNN,FPR,0.724,0.074829931972789,0.4444444444444444,
german_binary,2,correlation_remover,100,KNN,FPR,0.728,0.074829931972789,0.5555555555555556,
german_binary,2,correlation_remover,100,KNN,FPR,0.72,0.0544217687074829,0.6666666666666666,
german_binary,2,correlation_remover,100,KNN,FPR,0.72,0.0544217687074829,0.7777777777777777,
german_binary,2,correlation_remover,100,KNN,FPR,0.72,0.0544217687074829,0.8888888888888888,
german_binary,2,correlation_remover,100,KNN,FPR,0.716,0.0340136054421768,1.0,
german_binary,2,correlation_remover,100,KNN,EO,0.736,0.1224489795918367,0.0,
german_binary,2,correlation_remover,100,KNN,EO,0.724,0.1224489795918367,0.1111111111111111,
german_binary,2,correlation_remover,100,KNN,EO,0.732,0.1020408163265306,0.2222222222222222,
german_binary,2,correlation_remover,100,KNN,EO,0.72,0.074829931972789,0.3333333333333333,
german_binary,2,correlation_remover,100,KNN,EO,0.724,0.074829931972789,0.4444444444444444,
german_binary,2,correlation_remover,100,KNN,EO,0.728,0.074829931972789,0.5555555555555556,
german_binary,2,correlation_remover,100,KNN,EO,0.72,0.0619354838709678,0.6666666666666666,
german_binary,2,correlation_remover,100,KNN,EO,0.72,0.0544217687074829,0.7777777777777777,
german_binary,2,correlation_remover,100,KNN,EO,0.72,0.0544217687074829,0.8888888888888888,
german_binary,2,correlation_remover,100,KNN,EO,0.716,0.0340136054421768,1.0,
german_binary,2,correlation_remover,9,RF,DP,0.744,0.0718243819266837,0.0,
german_binary,2,correlation_remover,9,RF,DP,0.732,0.1860613810741688,0.1111111111111111,
german_binary,2,correlation_remover,9,RF,DP,0.74,0.1860613810741688,0.2222222222222222,
german_binary,2,correlation_remover,9,RF,DP,0.728,0.1811594202898551,0.3333333333333333,
german_binary,2,correlation_remover,9,RF,DP,0.736,0.1909633418584825,0.4444444444444444,
german_binary,2,correlation_remover,9,RF,DP,0.732,0.1860613810741688,0.5555555555555556,
german_binary,2,correlation_remover,9,RF,DP,0.736,0.1811594202898551,0.6666666666666666,
german_binary,2,correlation_remover,9,RF,DP,0.732,0.1860613810741688,0.7777777777777777,
german_binary,2,correlation_remover,9,RF,DP,0.736,0.1643222506393862,0.8888888888888888,
german_binary,2,correlation_remover,9,RF,DP,0.74,0.1790281329923273,1.0,
german_binary,2,correlation_remover,9,RF,TPR,0.744,0.024516129032258,0.0,
german_binary,2,correlation_remover,9,RF,TPR,0.732,0.0838709677419354,0.1111111111111111,
german_binary,2,correlation_remover,9,RF,TPR,0.74,0.0903225806451613,0.2222222222222222,
german_binary,2,correlation_remover,9,RF,TPR,0.728,0.0774193548387096,0.3333333333333333,
german_binary,2,correlation_remover,9,RF,TPR,0.736,0.0903225806451613,0.4444444444444444,
german_binary,2,correlation_remover,9,RF,TPR,0.732,0.0838709677419354,0.5555555555555556,
german_binary,2,correlation_remover,9,RF,TPR,0.736,0.0838709677419354,0.6666666666666666,
german_binary,2,correlation_remover,9,RF,TPR,0.732,0.0838709677419354,0.7777777777777777,
german_binary,2,correlation_remover,9,RF,TPR,0.736,0.0438709677419355,0.8888888888888888,
german_binary,2,correlation_remover,9,RF,TPR,0.74,0.056774193548387,1.0,
german_binary,2,correlation_remover,9,RF,FPR,0.744,0.0204081632653061,0.0,
german_binary,2,correlation_remover,9,RF,FPR,0.732,0.217687074829932,0.1111111111111111,
german_binary,2,correlation_remover,9,RF,FPR,0.74,0.1972789115646258,0.2222222222222222,
german_binary,2,correlation_remover,9,RF,FPR,0.728,0.217687074829932,0.3333333333333333,
german_binary,2,correlation_remover,9,RF,FPR,0.736,0.217687074829932,0.4444444444444444,
german_binary,2,correlation_remover,9,RF,FPR,0.732,0.217687074829932,0.5555555555555556,
german_binary,2,correlation_remover,9,RF,FPR,0.736,0.1972789115646258,0.6666666666666666,
german_binary,2,correlation_remover,9,RF,FPR,0.732,0.217687074829932,0.7777777777777777,
german_binary,2,correlation_remover,9,RF,FPR,0.736,0.217687074829932,0.8888888888888888,
german_binary,2,correlation_remover,9,RF,FPR,0.74,0.2380952380952381,1.0,
german_binary,2,correlation_remover,9,RF,EO,0.744,0.024516129032258,0.0,
german_binary,2,correlation_remover,9,RF,EO,0.732,0.217687074829932,0.1111111111111111,
german_binary,2,correlation_remover,9,RF,EO,0.74,0.1972789115646258,0.2222222222222222,
german_binary,2,correlation_remover,9,RF,EO,0.728,0.217687074829932,0.3333333333333333,
german_binary,2,correlation_remover,9,RF,EO,0.736,0.217687074829932,0.4444444444444444,
german_binary,2,correlation_remover,9,RF,EO,0.732,0.217687074829932,0.5555555555555556,
german_binary,2,correlation_remover,9,RF,EO,0.736,0.1972789115646258,0.6666666666666666,
german_binary,2,correlation_remover,9,RF,EO,0.732,0.217687074829932,0.7777777777777777,
german_binary,2,correlation_remover,9,RF,EO,0.736,0.217687074829932,0.8888888888888888,
german_binary,2,correlation_remover,9,RF,EO,0.74,0.2380952380952381,1.0,
german_binary,2,correlation_remover,9,LR,DP,0.756,0.1061381074168797,0.0,
german_binary,2,correlation_remover,9,LR,DP,0.756,0.1061381074168797,0.1111111111111111,
german_binary,2,correlation_remover,9,LR,DP,0.76,0.0843989769820972,0.2222222222222222,
german_binary,2,correlation_remover,9,LR,DP,0.764,0.0794970161977834,0.3333333333333333,
german_binary,2,correlation_remover,9,LR,DP,0.764,0.0794970161977834,0.4444444444444444,
german_binary,2,correlation_remover,9,LR,DP,0.764,0.0262148337595907,0.5555555555555556,
german_binary,2,correlation_remover,9,LR,DP,0.756,0.0004262574595055,0.6666666666666666,
german_binary,2,correlation_remover,9,LR,DP,0.752,0.0221653878942881,0.7777777777777777,
german_binary,2,correlation_remover,9,LR,DP,0.756,0.0439045183290707,0.8888888888888888,
german_binary,2,correlation_remover,9,LR,DP,0.756,0.0439045183290707,1.0,
german_binary,2,correlation_remover,9,LR,TPR,0.756,0.1032258064516128,0.0,
german_binary,2,correlation_remover,9,LR,TPR,0.756,0.1032258064516128,0.1111111111111111,
german_binary,2,correlation_remover,9,LR,TPR,0.76,0.0632258064516129,0.2222222222222222,
german_binary,2,correlation_remover,9,LR,TPR,0.764,0.0632258064516129,0.3333333333333333,
german_binary,2,correlation_remover,9,LR,TPR,0.764,0.0632258064516129,0.4444444444444444,
german_binary,2,correlation_remover,9,LR,TPR,0.764,0.016774193548387,0.5555555555555556,
german_binary,2,correlation_remover,9,LR,TPR,0.756,0.0103225806451613,0.6666666666666666,
german_binary,2,correlation_remover,9,LR,TPR,0.752,0.0103225806451613,0.7777777777777777,
german_binary,2,correlation_remover,9,LR,TPR,0.756,0.0296774193548386,0.8888888888888888,
german_binary,2,correlation_remover,9,LR,TPR,0.756,0.0296774193548386,1.0,
german_binary,2,correlation_remover,9,LR,FPR,0.756,0.0476190476190476,0.0,
german_binary,2,correlation_remover,9,LR,FPR,0.756,0.0476190476190476,0.1111111111111111,
german_binary,2,correlation_remover,9,LR,FPR,0.76,0.0476190476190476,0.2222222222222222,
german_binary,2,correlation_remover,9,LR,FPR,0.764,0.0680272108843538,0.3333333333333333,
german_binary,2,correlation_remover,9,LR,FPR,0.764,0.0680272108843538,0.4444444444444444,
german_binary,2,correlation_remover,9,LR,FPR,0.764,0.1360544217687074,0.5555555555555556,
german_binary,2,correlation_remover,9,LR,FPR,0.756,0.183673469387755,0.6666666666666666,
german_binary,2,correlation_remover,9,LR,FPR,0.752,0.2312925170068026,0.7777777777777777,
german_binary,2,correlation_remover,9,LR,FPR,0.756,0.2312925170068026,0.8888888888888888,
german_binary,2,correlation_remover,9,LR,FPR,0.756,0.2312925170068026,1.0,
german_binary,2,correlation_remover,9,LR,EO,0.756,0.1032258064516128,0.0,
german_binary,2,correlation_remover,9,LR,EO,0.756,0.1032258064516128,0.1111111111111111,
german_binary,2,correlation_remover,9,LR,EO,0.76,0.0632258064516129,0.2222222222222222,
german_binary,2,correlation_remover,9,LR,EO,0.764,0.0680272108843538,0.3333333333333333,
german_binary,2,correlation_remover,9,LR,EO,0.764,0.0680272108843538,0.4444444444444444,
german_binary,2,correlation_remover,9,LR,EO,0.764,0.1360544217687074,0.5555555555555556,
german_binary,2,correlation_remover,9,LR,EO,0.756,0.183673469387755,0.6666666666666666,
german_binary,2,correlation_remover,9,LR,EO,0.752,0.2312925170068026,0.7777777777777777,
german_binary,2,correlation_remover,9,LR,EO,0.756,0.2312925170068026,0.8888888888888888,
german_binary,2,correlation_remover,9,LR,EO,0.756,0.2312925170068026,1.0,
german_binary,2,correlation_remover,9,DT,DP,0.64,0.0775788576300084,0.0,
german_binary,2,correlation_remover,9,DT,DP,0.588,0.1764705882352941,0.1111111111111111,
german_binary,2,correlation_remover,9,DT,DP,0.584,0.1813725490196078,0.2222222222222222,
german_binary,2,correlation_remover,9,DT,DP,0.584,0.1715686274509803,0.3333333333333333,
german_binary,2,correlation_remover,9,DT,DP,0.588,0.1666666666666666,0.4444444444444444,
german_binary,2,correlation_remover,9,DT,DP,0.58,0.1764705882352941,0.5555555555555556,
german_binary,2,correlation_remover,9,DT,DP,0.588,0.1764705882352941,0.6666666666666666,
german_binary,2,correlation_remover,9,DT,DP,0.588,0.1666666666666666,0.7777777777777777,
german_binary,2,correlation_remover,9,DT,DP,0.58,0.1596334185848252,0.8888888888888888,
german_binary,2,correlation_remover,9,DT,DP,0.58,0.1498294970161977,1.0,
german_binary,2,correlation_remover,9,DT,TPR,0.64,0.089032258064516,0.0,
german_binary,2,correlation_remover,9,DT,TPR,0.588,0.1638709677419354,0.1111111111111111,
german_binary,2,correlation_remover,9,DT,TPR,0.584,0.1638709677419354,0.2222222222222222,
german_binary,2,correlation_remover,9,DT,TPR,0.584,0.1574193548387096,0.3333333333333333,
german_binary,2,correlation_remover,9,DT,TPR,0.588,0.1574193548387096,0.4444444444444444,
german_binary,2,correlation_remover,9,DT,TPR,0.58,0.1574193548387096,0.5555555555555556,
german_binary,2,correlation_remover,9,DT,TPR,0.588,0.1638709677419354,0.6666666666666666,
german_binary,2,correlation_remover,9,DT,TPR,0.588,0.1574193548387096,0.7777777777777777,
german_binary,2,correlation_remover,9,DT,TPR,0.58,0.1638709677419354,0.8888888888888888,
german_binary,2,correlation_remover,9,DT,TPR,0.58,0.1574193548387096,1.0,
german_binary,2,correlation_remover,9,DT,FPR,0.64,0.0204081632653061,0.0,
german_binary,2,correlation_remover,9,DT,FPR,0.588,0.1768707482993197,0.1111111111111111,
german_binary,2,correlation_remover,9,DT,FPR,0.584,0.1972789115646258,0.2222222222222222,
german_binary,2,correlation_remover,9,DT,FPR,0.584,0.1768707482993197,0.3333333333333333,
german_binary,2,correlation_remover,9,DT,FPR,0.588,0.1564625850340136,0.4444444444444444,
german_binary,2,correlation_remover,9,DT,FPR,0.58,0.1972789115646258,0.5555555555555556,
german_binary,2,correlation_remover,9,DT,FPR,0.588,0.1768707482993197,0.6666666666666666,
german_binary,2,correlation_remover,9,DT,FPR,0.588,0.1564625850340136,0.7777777777777777,
german_binary,2,correlation_remover,9,DT,FPR,0.58,0.1496598639455781,0.8888888888888888,
german_binary,2,correlation_remover,9,DT,FPR,0.58,0.129251700680272,1.0,
german_binary,2,correlation_remover,9,DT,EO,0.64,0.089032258064516,0.0,
german_binary,2,correlation_remover,9,DT,EO,0.588,0.1768707482993197,0.1111111111111111,
german_binary,2,correlation_remover,9,DT,EO,0.584,0.1972789115646258,0.2222222222222222,
german_binary,2,correlation_remover,9,DT,EO,0.584,0.1768707482993197,0.3333333333333333,
german_binary,2,correlation_remover,9,DT,EO,0.588,0.1574193548387096,0.4444444444444444,
german_binary,2,correlation_remover,9,DT,EO,0.58,0.1972789115646258,0.5555555555555556,
german_binary,2,correlation_remover,9,DT,EO,0.588,0.1768707482993197,0.6666666666666666,
german_binary,2,correlation_remover,9,DT,EO,0.588,0.1574193548387096,0.7777777777777777,
german_binary,2,correlation_remover,9,DT,EO,0.58,0.1638709677419354,0.8888888888888888,
german_binary,2,correlation_remover,9,DT,EO,0.58,0.1574193548387096,1.0,
german_binary,2,correlation_remover,9,SVM,DP,0.76,0.0675618073316283,0.0,
german_binary,2,correlation_remover,9,SVM,DP,0.748,0.0458226768968457,0.1111111111111111,
german_binary,2,correlation_remover,9,SVM,DP,0.752,0.0507246376811594,0.2222222222222222,
german_binary,2,correlation_remover,9,SVM,DP,0.752,0.0507246376811594,0.3333333333333333,
german_binary,2,correlation_remover,9,SVM,DP,0.748,0.0458226768968457,0.4444444444444444,
german_binary,2,correlation_remover,9,SVM,DP,0.752,0.0409207161125318,0.5555555555555556,
german_binary,2,correlation_remover,9,SVM,DP,0.748,0.0191815856777493,0.6666666666666666,
german_binary,2,correlation_remover,9,SVM,DP,0.752,0.0025575447570332,0.7777777777777777,
german_binary,2,correlation_remover,9,SVM,DP,0.748,0.007459505541347,0.8888888888888888,
german_binary,2,correlation_remover,9,SVM,DP,0.748,0.007459505541347,1.0,
german_binary,2,correlation_remover,9,SVM,TPR,0.76,0.0232258064516128,0.0,
german_binary,2,correlation_remover,9,SVM,TPR,0.748,0.016774193548387,0.1111111111111111,
german_binary,2,correlation_remover,9,SVM,TPR,0.752,0.0232258064516128,0.2222222222222222,
german_binary,2,correlation_remover,9,SVM,TPR,0.752,0.0232258064516128,0.3333333333333333,
german_binary,2,correlation_remover,9,SVM,TPR,0.748,0.016774193548387,0.4444444444444444,
german_binary,2,correlation_remover,9,SVM,TPR,0.752,0.016774193548387,0.5555555555555556,
german_binary,2,correlation_remover,9,SVM,TPR,0.748,0.016774193548387,0.6666666666666666,
german_binary,2,correlation_remover,9,SVM,TPR,0.752,0.0232258064516129,0.7777777777777777,
german_binary,2,correlation_remover,9,SVM,TPR,0.748,0.0296774193548386,0.8888888888888888,
german_binary,2,correlation_remover,9,SVM,TPR,0.748,0.0296774193548386,1.0,
german_binary,2,correlation_remover,9,SVM,FPR,0.76,0.0272108843537415,0.0,
german_binary,2,correlation_remover,9,SVM,FPR,0.748,0.0544217687074829,0.1111111111111111,
german_binary,2,correlation_remover,9,SVM,FPR,0.752,0.0544217687074829,0.2222222222222222,
german_binary,2,correlation_remover,9,SVM,FPR,0.752,0.0544217687074829,0.3333333333333333,
german_binary,2,correlation_remover,9,SVM,FPR,0.748,0.0544217687074829,0.4444444444444444,
german_binary,2,correlation_remover,9,SVM,FPR,0.752,0.074829931972789,0.5555555555555556,
german_binary,2,correlation_remover,9,SVM,FPR,0.748,0.1224489795918367,0.6666666666666666,
german_binary,2,correlation_remover,9,SVM,FPR,0.752,0.1224489795918367,0.7777777777777777,
german_binary,2,correlation_remover,9,SVM,FPR,0.748,0.1224489795918367,0.8888888888888888,
german_binary,2,correlation_remover,9,SVM,FPR,0.748,0.1224489795918367,1.0,
german_binary,2,correlation_remover,9,SVM,EO,0.76,0.0272108843537415,0.0,
german_binary,2,correlation_remover,9,SVM,EO,0.748,0.0544217687074829,0.1111111111111111,
german_binary,2,correlation_remover,9,SVM,EO,0.752,0.0544217687074829,0.2222222222222222,
german_binary,2,correlation_remover,9,SVM,EO,0.752,0.0544217687074829,0.3333333333333333,
german_binary,2,correlation_remover,9,SVM,EO,0.748,0.0544217687074829,0.4444444444444444,
german_binary,2,correlation_remover,9,SVM,EO,0.752,0.074829931972789,0.5555555555555556,
german_binary,2,correlation_remover,9,SVM,EO,0.748,0.1224489795918367,0.6666666666666666,
german_binary,2,correlation_remover,9,SVM,EO,0.752,0.1224489795918367,0.7777777777777777,
german_binary,2,correlation_remover,9,SVM,EO,0.748,0.1224489795918367,0.8888888888888888,
german_binary,2,correlation_remover,9,SVM,EO,0.748,0.1224489795918367,1.0,
german_binary,2,correlation_remover,9,MLP,DP,0.728,0.0886615515771526,0.0,
german_binary,2,correlation_remover,9,MLP,DP,0.728,0.0549872122762148,0.1111111111111111,
german_binary,2,correlation_remover,9,MLP,DP,0.72,0.0549872122762148,0.2222222222222222,
german_binary,2,correlation_remover,9,MLP,DP,0.708,0.0304774083546462,0.3333333333333333,
german_binary,2,correlation_remover,9,MLP,DP,0.708,0.0206734867860187,0.4444444444444444,
german_binary,2,correlation_remover,9,MLP,DP,0.708,0.0206734867860187,0.5555555555555556,
german_binary,2,correlation_remover,9,MLP,DP,0.716,0.0038363171355497,0.6666666666666666,
german_binary,2,correlation_remover,9,MLP,DP,0.716,0.0038363171355497,0.7777777777777777,
german_binary,2,correlation_remover,9,MLP,DP,0.712,0.0087382779198635,0.8888888888888888,
german_binary,2,correlation_remover,9,MLP,DP,0.708,0.0038363171355497,1.0,
german_binary,2,correlation_remover,9,MLP,TPR,0.728,0.0516129032258063,0.0,
german_binary,2,correlation_remover,9,MLP,TPR,0.728,0.0180645161290322,0.1111111111111111,
german_binary,2,correlation_remover,9,MLP,TPR,0.72,0.0116129032258064,0.2222222222222222,
german_binary,2,correlation_remover,9,MLP,TPR,0.708,0.0141935483870967,0.3333333333333333,
german_binary,2,correlation_remover,9,MLP,TPR,0.708,0.0206451612903225,0.4444444444444444,
german_binary,2,correlation_remover,9,MLP,TPR,0.708,0.0206451612903225,0.5555555555555556,
german_binary,2,correlation_remover,9,MLP,TPR,0.716,0.0541935483870967,0.6666666666666666,
german_binary,2,correlation_remover,9,MLP,TPR,0.716,0.0541935483870967,0.7777777777777777,
german_binary,2,correlation_remover,9,MLP,TPR,0.712,0.0541935483870967,0.8888888888888888,
german_binary,2,correlation_remover,9,MLP,TPR,0.708,0.0606451612903226,1.0,
german_binary,2,correlation_remover,9,MLP,FPR,0.728,0.0,0.0,
german_binary,2,correlation_remover,9,MLP,FPR,0.728,0.0272108843537415,0.1111111111111111,
german_binary,2,correlation_remover,9,MLP,FPR,0.72,0.0068027210884353,0.2222222222222222,
german_binary,2,correlation_remover,9,MLP,FPR,0.708,0.0272108843537415,0.3333333333333333,
german_binary,2,correlation_remover,9,MLP,FPR,0.708,0.0476190476190476,0.4444444444444444,
german_binary,2,correlation_remover,9,MLP,FPR,0.708,0.0476190476190476,0.5555555555555556,
german_binary,2,correlation_remover,9,MLP,FPR,0.716,0.0476190476190476,0.6666666666666666,
german_binary,2,correlation_remover,9,MLP,FPR,0.716,0.0476190476190476,0.7777777777777777,
german_binary,2,correlation_remover,9,MLP,FPR,0.712,0.0272108843537415,0.8888888888888888,
german_binary,2,correlation_remover,9,MLP,FPR,0.708,0.0272108843537415,1.0,
german_binary,2,correlation_remover,9,MLP,EO,0.728,0.0516129032258063,0.0,
german_binary,2,correlation_remover,9,MLP,EO,0.728,0.0272108843537415,0.1111111111111111,
german_binary,2,correlation_remover,9,MLP,EO,0.72,0.0116129032258064,0.2222222222222222,
german_binary,2,correlation_remover,9,MLP,EO,0.708,0.0272108843537415,0.3333333333333333,
german_binary,2,correlation_remover,9,MLP,EO,0.708,0.0476190476190476,0.4444444444444444,
german_binary,2,correlation_remover,9,MLP,EO,0.708,0.0476190476190476,0.5555555555555556,
german_binary,2,correlation_remover,9,MLP,EO,0.716,0.0541935483870967,0.6666666666666666,
german_binary,2,correlation_remover,9,MLP,EO,0.716,0.0541935483870967,0.7777777777777777,
german_binary,2,correlation_remover,9,MLP,EO,0.712,0.0541935483870967,0.8888888888888888,
german_binary,2,correlation_remover,9,MLP,EO,0.708,0.0606451612903226,1.0,
german_binary,2,correlation_remover,9,KNN,DP,0.736,0.1040068201193521,0.0,
german_binary,2,correlation_remover,9,KNN,DP,0.724,0.089300937766411,0.1111111111111111,
german_binary,2,correlation_remover,9,KNN,DP,0.732,0.089300937766411,0.2222222222222222,
german_binary,2,correlation_remover,9,KNN,DP,0.72,0.0675618073316283,0.3333333333333333,
german_binary,2,correlation_remover,9,KNN,DP,0.724,0.072463768115942,0.4444444444444444,
german_binary,2,correlation_remover,9,KNN,DP,0.728,0.0507246376811594,0.5555555555555556,
german_binary,2,correlation_remover,9,KNN,DP,0.72,0.0311167945439044,0.6666666666666666,
german_binary,2,correlation_remover,9,KNN,DP,0.72,0.0577578857630007,0.7777777777777777,
german_binary,2,correlation_remover,9,KNN,DP,0.72,0.0577578857630007,0.8888888888888888,
german_binary,2,correlation_remover,9,KNN,DP,0.716,0.0430520034100596,1.0,
german_binary,2,correlation_remover,9,KNN,TPR,0.736,0.0103225806451613,0.0,
german_binary,2,correlation_remover,9,KNN,TPR,0.724,0.0090322580645161,0.1111111111111111,
german_binary,2,correlation_remover,9,KNN,TPR,0.732,0.0025806451612903,0.2222222222222222,
german_binary,2,correlation_remover,9,KNN,TPR,0.72,0.0090322580645161,0.3333333333333333,
german_binary,2,correlation_remover,9,KNN,TPR,0.724,0.0025806451612903,0.4444444444444444,
german_binary,2,correlation_remover,9,KNN,TPR,0.728,0.0425806451612903,0.5555555555555556,
german_binary,2,correlation_remover,9,KNN,TPR,0.72,0.0619354838709678,0.6666666666666666,
german_binary,2,correlation_remover,9,KNN,TPR,0.72,0.0154838709677419,0.7777777777777777,
german_binary,2,correlation_remover,9,KNN,TPR,0.72,0.0154838709677419,0.8888888888888888,
german_binary,2,correlation_remover,9,KNN,TPR,0.716,0.0283870967741936,1.0,
german_binary,2,correlation_remover,9,KNN,FPR,0.736,0.1224489795918367,0.0,
german_binary,2,correlation_remover,9,KNN,FPR,0.724,0.1224489795918367,0.1111111111111111,
german_binary,2,correlation_remover,9,KNN,FPR,0.732,0.1020408163265306,0.2222222222222222,
german_binary,2,correlation_remover,9,KNN,FPR,0.72,0.074829931972789,0.3333333333333333,
german_binary,2,correlation_remover,9,KNN,FPR,0.724,0.074829931972789,0.4444444444444444,
german_binary,2,correlation_remover,9,KNN,FPR,0.728,0.074829931972789,0.5555555555555556,
german_binary,2,correlation_remover,9,KNN,FPR,0.72,0.0544217687074829,0.6666666666666666,
german_binary,2,correlation_remover,9,KNN,FPR,0.72,0.0544217687074829,0.7777777777777777,
german_binary,2,correlation_remover,9,KNN,FPR,0.72,0.0544217687074829,0.8888888888888888,
german_binary,2,correlation_remover,9,KNN,FPR,0.716,0.0340136054421768,1.0,
german_binary,2,correlation_remover,9,KNN,EO,0.736,0.1224489795918367,0.0,
german_binary,2,correlation_remover,9,KNN,EO,0.724,0.1224489795918367,0.1111111111111111,
german_binary,2,correlation_remover,9,KNN,EO,0.732,0.1020408163265306,0.2222222222222222,
german_binary,2,correlation_remover,9,KNN,EO,0.72,0.074829931972789,0.3333333333333333,
german_binary,2,correlation_remover,9,KNN,EO,0.724,0.074829931972789,0.4444444444444444,
german_binary,2,correlation_remover,9,KNN,EO,0.728,0.074829931972789,0.5555555555555556,
german_binary,2,correlation_remover,9,KNN,EO,0.72,0.0619354838709678,0.6666666666666666,
german_binary,2,correlation_remover,9,KNN,EO,0.72,0.0544217687074829,0.7777777777777777,
german_binary,2,correlation_remover,9,KNN,EO,0.72,0.0544217687074829,0.8888888888888888,
german_binary,2,correlation_remover,9,KNN,EO,0.716,0.0340136054421768,1.0,
german_binary,2,correlation_remover,50,RF,DP,0.752,0.0647911338448423,0.0,
german_binary,2,correlation_remover,50,RF,DP,0.732,0.209931798806479,0.1111111111111111,
german_binary,2,correlation_remover,50,RF,DP,0.732,0.2001278772378516,0.2222222222222222,
german_binary,2,correlation_remover,50,RF,DP,0.724,0.1930946291560101,0.3333333333333333,
german_binary,2,correlation_remover,50,RF,DP,0.72,0.1713554987212275,0.4444444444444444,
german_binary,2,correlation_remover,50,RF,DP,0.724,0.1832907075873827,0.5555555555555556,
german_binary,2,correlation_remover,50,RF,DP,0.736,0.2050298380221653,0.6666666666666666,
german_binary,2,correlation_remover,50,RF,DP,0.724,0.209931798806479,0.7777777777777777,
german_binary,2,correlation_remover,50,RF,DP,0.728,0.2050298380221653,0.8888888888888888,
german_binary,2,correlation_remover,50,RF,DP,0.732,0.209931798806479,1.0,
german_binary,2,correlation_remover,50,RF,TPR,0.752,0.0025806451612903,0.0,
german_binary,2,correlation_remover,50,RF,TPR,0.732,0.1574193548387097,0.1111111111111111,
german_binary,2,correlation_remover,50,RF,TPR,0.732,0.1509677419354839,0.2222222222222222,
german_binary,2,correlation_remover,50,RF,TPR,0.724,0.1574193548387097,0.3333333333333333,
german_binary,2,correlation_remover,50,RF,TPR,0.72,0.1574193548387097,0.4444444444444444,
