dataset,epsilon,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,acc_tr_post,disc_tr_post,acc_te_post,disc_te_post
5,0.3,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.3,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.3,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.35,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.35,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.35,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.4,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.4,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.4,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.45,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.45,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.45,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.5,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.5,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.5,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.55,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.55,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.55,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.6,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.6,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.6,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
5,0.65,1,70.06,0.23839,69.478,0.13847,70.06,0.23839,69.478,0.13847
5,0.65,2,70.659,-0.0074074,71.084,0.016803,70.659,-0.0074074,71.084,0.016803
5,0.65,3,73.653,0.081899,68.273,0.02167,73.653,0.081899,68.273,0.02167
