"FlowOCT","compas_enc.csv","PE",0.2,4629,2,0.0,60,9,2572.0,0.5556275653488875,1159.8367029548988,0.0,65.81698679924011,0.5502268308489955,0.5660994764397905,5,0.5882352941176471,0.0,0.583030303030303,0.0,0.65,0.0,0.7037037037037037,0.0,0.8381294964028777,0.0,1.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
"FlowOCT","compas_enc.csv","PE",0.2,4629,2,0.0,60,9,2572.0,0.5556275653488875,1159.8367029548988,0.0,65.92022514343262,0.5502268308489955,0.5660994764397905,5,0.5882352941176471,0.0,0.583030303030303,0.0,0.65,0.0,0.7037037037037037,0.0,0.8381294964028777,0.0,1.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
