Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,1,0.0,100,0.3493195074530022,0.0,0.6506804925469863,0.6351325494276616,0.9004162181585729,0,0,0.6493843162670123,0.6174482569699942,0.9319089462847763,0,0,0.13156189241736876,0.6413296826496888,0.4493646698641933,0,0,
