sample,fair bound,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,train acc,sp train pred,test acc,sp test pred
2,0.25,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.25,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.25,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.3,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.3,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.3,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.35,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.35,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.35,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.4,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.4,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.4,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.45,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.45,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.45,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.5,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.5,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.5,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.55,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.55,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.55,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.6,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.6,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.6,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.65,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.65,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.65,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.7,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.7,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.7,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.75,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.75,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.75,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.8,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.8,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.8,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.85,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.85,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.85,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
2,0.9,1,66.967,0.11828,57.831,0.14969,66.967,0.11828,57.831,0.14969
2,0.9,2,67.267,0.087308,55.02,0.1123,67.267,0.087308,55.02,0.1123
2,0.9,3,67.718,0.060699,52.209,0.077823,67.718,0.060699,52.209,0.077823
3,0.01,1,67.568,0.11248,59.036,0.22068,63.063,0,72.691,-0.057963
3,0.01,2,67.568,0.11248,59.036,0.22068,64.865,0,59.438,-0.01949
3,0.01,3,71.922,0.22344,64.257,0.34558,70.721,0,65.06,0.10049
3,0.05,1,67.568,0.11248,59.036,0.22068,63.063,0,72.691,-0.057963
3,0.05,2,67.568,0.11248,59.036,0.22068,64.865,0,59.438,-0.01949
3,0.05,3,71.922,0.22344,64.257,0.34558,70.721,0,65.06,0.10049
3,0.1,1,67.568,0.11248,59.036,0.22068,63.063,0,72.691,-0.057963
3,0.1,2,67.568,0.11248,59.036,0.22068,64.865,0,59.438,-0.01949
3,0.1,3,71.922,0.22344,64.257,0.34558,70.721,0,65.06,0.10049
3,0.15,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.15,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.15,3,71.922,0.22344,64.257,0.34558,70.721,0,65.06,0.10049
3,0.2,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.2,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.2,3,71.922,0.22344,64.257,0.34558,70.721,0,65.06,0.10049
3,0.25,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.25,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.25,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.3,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.3,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.3,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.35,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.35,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.35,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.4,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.4,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.4,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.45,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.45,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.45,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.5,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.5,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.5,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.55,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.55,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.55,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.6,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.6,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.6,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.65,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.65,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.65,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.7,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.7,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.7,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.75,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.75,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.75,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.8,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.8,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.8,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.85,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.85,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.85,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
3,0.9,1,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.9,2,67.568,0.11248,59.036,0.22068,67.568,0.11248,59.036,0.22068
3,0.9,3,71.922,0.22344,64.257,0.34558,71.922,0.22344,64.257,0.34558
4,0.01,1,66.817,0.14416,56.225,0.16069,62.012,0,56.627,-0.021515
4,0.01,2,66.817,0.14416,56.225,0.16069,63.814,0,57.028,-0.0096379
4,0.01,3,73.423,0.10484,62.249,0.11466,68.769,0,61.847,-0.015985
4,0.05,1,66.817,0.14416,56.225,0.16069,62.012,0,56.627,-0.021515
4,0.05,2,66.817,0.14416,56.225,0.16069,63.814,0,57.028,-0.0096379
4,0.05,3,73.423,0.10484,62.249,0.11466,68.769,0,61.847,-0.015985
4,0.1,1,66.817,0.14416,56.225,0.16069,62.012,0,56.627,-0.021515
4,0.1,2,66.817,0.14416,56.225,0.16069,63.814,0,57.028,-0.0096379
4,0.1,3,73.423,0.10484,62.249,0.11466,68.769,0,61.847,-0.015985
4,0.15,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.15,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.15,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
4,0.2,1,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.2,2,66.817,0.14416,56.225,0.16069,66.817,0.14416,56.225,0.16069
4,0.2,3,73.423,0.10484,62.249,0.11466,73.423,0.10484,62.249,0.11466
