1,0.01,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,56.351,0,55.577,0.010098,55.311,0.0066154
1,0.01,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,56.027,0,54.929,0.003468,55.181,0.00012996
1,0.01,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,59.365,0.0049619,58.171,0.039462,57.837,0.033198
1,0.02,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,56.351,0,55.577,0.010098,55.311,0.0066154
1,0.02,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,56.027,0,54.929,0.003468,55.181,0.00012996
1,0.02,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,60.175,0.014089,58.755,0.042659,58.614,0.029817
1,0.03,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,56.351,0,55.577,0.010098,55.311,0.0066154
1,0.03,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,56.027,0,54.929,0.003468,55.181,0.00012996
1,0.03,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,60.175,0.014089,58.755,0.042659,58.614,0.029817
1,0.04,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,56.351,0,55.577,0.010098,55.311,0.0066154
1,0.04,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,56.027,0,54.929,0.003468,55.181,0.00012996
1,0.04,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,60.175,0.014089,58.755,0.042659,58.614,0.029817
1,0.05,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,56.351,0,55.577,0.010098,55.311,0.0066154
1,0.05,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,62.119,0.043829,61.089,0.061256,61.464,0.057363
1,0.05,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,60.175,0.014089,58.755,0.042659,58.614,0.029817
1,0.06,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,56.351,0,55.577,0.010098,55.311,0.0066154
1,0.06,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,62.962,0.053971,61.673,0.062611,62.37,0.050187
1,0.06,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,63.318,0.055069,62.127,0.067032,62.5,0.060382
1,0.07,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,62.962,0.067608,62.581,0.083242,62.37,0.081581
1,0.07,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,63.837,0.066864,63.035,0.083372,63.407,0.079805
1,0.07,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,63.318,0.055069,62.127,0.067032,62.5,0.060382
1,0.08,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,62.962,0.067608,62.581,0.083242,62.37,0.081581
1,0.08,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,63.837,0.066864,63.035,0.083372,63.407,0.079805
1,0.08,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,63.318,0.055069,62.127,0.067032,62.5,0.060382
1,0.09,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,62.962,0.067608,62.581,0.083242,62.37,0.081581
1,0.09,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,63.837,0.066864,63.035,0.083372,63.407,0.079805
1,0.09,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,64.971,0.084144,63.748,0.091806,64.184,0.086414
1,0.1,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,62.962,0.067608,62.581,0.083242,62.37,0.081581
1,0.1,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,63.837,0.066864,63.035,0.083372,63.407,0.079805
1,0.1,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,64.971,0.084144,63.748,0.091806,64.184,0.086414
1,0.11,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,62.962,0.067608,62.581,0.083242,62.37,0.081581
1,0.11,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,65.554,0.10071,65.24,0.11054,65.609,0.11777
1,0.11,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,64.971,0.084144,63.748,0.091806,64.184,0.086414
1,0.12,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,62.962,0.067608,62.581,0.083242,62.37,0.081581
1,0.12,3,67.952,0.1621,68.158,0.15904,67.94,0.16283,65.554,0.10071,65.24,0.11054,65.609,0.11777
1,0.12,4,68.146,0.16005,68.029,0.15941,67.811,0.15643,66.591,0.11668,65.694,0.12973,66.062,0.10836
1,0.13,2,67.369,0.16061,67.38,0.16175,67.487,0.15129,65.878,0.12249,65.435,0.12646,65.479,0.11298
